0,0.0
1,3.9999999999959997e+24
2,9.765624999375e+20
3,7.52670568714872e+18
4,2.38418578125e+17
5,1.6383999744e+16
6,1837574546257253.0
7,288990429236596.75
8,58207645654678.34
9,14162817119182.9
10,3999996000000.0
11,1274521012945.7085
12,448625279546.55396
13,171687100967.1221
14,70553781072.25078
15,30829035351.054977
16,14210616296.622902
17,6865346349.879561
18,3457603256.0361977
19,1807158928.0045152
20,976500000.0
21,543739902.7267331
22,311127628.2996423
23,182499493.37942132
24,109507052.06455824
25,67092480.0
26,41903049.94188032
27,26639528.522335816
28,17216873.260370124
29,11298625.429097686
30,7521218.7241857555
31,5073808.319410017
32,3465721.661655152
33,2395143.138864691
34,1673561.0823467106
35,1181528.9733182094
36,842332.557402346
37,606071.1198903655
38,439893.1774463845
39,321924.36007119156
40,237442.0166015625
41,176435.45081194246
42,132031.66005919833
43,99468.25004389904
44,75416.2627441542
45,57529.22058523105
46,44139.94225354482
47,34054.846644601064
48,26413.181465180474
49,20589.881497108578
50,16128.0
51,12691.351514890186
52,10031.077541732879
53,7961.876154493027
54,6344.98839717385
55,5075.941991272717
56,4075.6671557958653
57,3284.0181780169787
58,2655.0220257246133
59,2153.374227142788
60,1751.8407499609561
61,1429.3216676831184
62,1169.4008386522542
63,959.2543710021738
64,788.8252863408329
65,650.1966499119251
66,537.1133662668011
67,444.6158439176202
68,368.7582118330199
69,306.39071461450214
70,254.99102422677927
71,212.53298552070623
72,177.38412001633412
73,148.22530666047703
74,123.98762723978658
75,103.80254440285933
76,86.96247166612383
77,72.88947065421416
78,61.110325209907955
79,51.236634925330065
80,42.94887185096741
81,35.98357584165875
82,30.123042839984254
83,25.186998892416074
84,21.02586028874196
85,17.515264066338204
86,14.551618667040698
87,12.048475924053363
88,9.933565963894342
89,8.146368470645267
90,6.636118953252923
91,5.360168630798941
92,4.282632428455795
93,3.3732722308027254
94,2.6065726491632555
95,1.9609746568876094
96,1.4182389472676746
97,0.9629161000280728
98,0.5819048616304521
99,0.2640832553276775
100,0.0
101,-0.21838403995621247
102,-0.3979128264181435
103,-0.5444175059627252
104,-0.6628699046003215
105,-0.7575119138362729
106,-0.8319647074507026
107,-0.889321058303109
108,-0.9322234729484533
109,-0.9629304071021205
110,-0.9833724493736826
111,-0.9952000499002778
112,-0.9998241129277265
113,-0.9984505585503997
114,-0.9921097810135148
115,-0.9816817828995615
116,-0.9679176410037759
117,-0.9514578565208701
118,-0.9328480558412389
119,-0.9125524359303028
120,-0.8909652875830761
121,-0.8684208788623449
122,-0.8452019381348235
123,-0.8215469399836548
124,-0.7976563667932095
125,-0.7736980930560002
126,-0.7498120176786398
127,-0.7261140511284867
128,-0.7026995486346713
129,-0.6796462673936928
130,-0.6570169144600475
131,-0.6348613424161444
132,-0.6132184417526183
133,-0.5921177719314966
134,-0.5715809671666038
135,-0.5516229478833033
136,-0.5322529644826804
137,-0.5134754963233703
138,-0.49529102565445116
139,-0.4776967035062625
140,-0.4606869222061452
141,-0.44425380717624163
142,-0.4283876389427369
143,-0.4130772147994238
144,-0.398310158288559
145,-0.3840731835591078
146,-0.3703523207114369
147,-0.3571331074168634
148,-0.34440075139180526
149,-0.3321402676939696
