108.56334556377672,110.76551810017412,4027775.874107774,21985613.08923908
108.56334556377672,110.7925990308017,4027775.874107774,1207027.6469073321
110.7925990308017,108.01388799594245,1207027.6469073321,1300158.6610237327
110.7925990308017,114.60366486286553,1207027.6469073321,1787516.0695985449
110.7925990308017,112.72976536833562,1207027.6469073321,652069.946126462
112.72976536833562,111.91961400934154,652069.946126462,968732.3373145784
112.72976536833562,111.09005356016353,652069.946126462,851547.0695422718
112.72976536833562,110.7158525234756,652069.946126462,805359.463928554
112.72976536833562,112.8583182578936,652069.946126462,866748.2768741985
112.72976536833562,112.72976536833562,652069.946126462,820208.7736901391
112.72976536833562,110.98648566379602,652069.946126462,4139931.0672225365
112.72976536833562,110.33585092797354,652069.946126462,535142.1522885781
110.33585092797354,110.39474625180313,535142.1522885781,1948619.5148623118
110.33585092797354,112.0446339634344,535142.1522885781,654398.4130761335
110.33585092797354,108.6830253535482,535142.1522885781,468616.74261427985
108.6830253535482,114.12712210513327,468616.74261427985,190809.56543118728
114.12712210513327,112.64990013311153,190809.56543118728,198290.71912033696
114.12712210513327,112.91146974510606,190809.56543118728,314995.36475670506
114.12712210513327,114.83466375620212,190809.56543118728,269510.0202972356
114.12712210513327,111.48094007497426,190809.56543118728,329549.2162960188
114.12712210513327,115.02173707608489,190809.56543118728,181260.3856004975
115.02173707608489,116.17228585166085,181260.3856004975,369886.99998470256
115.02173707608489,115.95257651298655,181260.3856004975,318065.70857186784
115.02173707608489,117.10678887237921,181260.3856004975,102786.84664278854
117.10678887237921,114.17092449481173,102786.84664278854,119856.2643519202
117.10678887237921,114.95216396397242,102786.84664278854,106042.69528156535
117.10678887237921,116.02154972245458,102786.84664278854,98748.71672858714
116.02154972245458,114.28473213863697,98748.71672858714,100121.42995272689
116.02154972245458,112.96016997154351,98748.71672858714,193062.8775384077
116.02154972245458,111.80339887498948,98748.71672858714,152973.12571929072
116.02154972245458,110.86027241532469,98748.71672858714,62613.3857550235
