212551.97594882365,711664.6503204962,0
711664.6503204962,298004.2868328223,0
298004.2868328223,379729.117485695,0
379729.117485695,1890881.4512709873,0
1890881.4512709873,10908063.205755403,0
10908063.205755403,3529383.0233386178,0
3529383.0233386178,546273.5223968734,0
546273.5223968734,435549.5092526695,0
435549.5092526695,574841.1713594269,0
574841.1713594269,1333446.2313514398,0
1333446.2313514398,866585.554170312,0
866585.554170312,567173.6281284299,0
567173.6281284299,430366.6662022043,0
430366.6662022043,100224.9843077651,0
100224.9843077651,676326.0142638729,0
676326.0142638729,2451722.795001232,0
2451722.795001232,2666989.7944273357,0
2666989.7944273357,1186002.9437211072,0
1186002.9437211072,208628.1416111443,0
208628.1416111443,153924.26258424416,0
153924.26258424416,315076.39460494666,0
315076.39460494666,188343.098850089,0
188343.098850089,371606.29678588436,0
371606.29678588436,236704.53022196633,0
236704.53022196633,421702.12619400315,0
421702.12619400315,289319.7390607132,0
289319.7390607132,311257.40371869947,0
311257.40371869947,112690.80431943375,0
112690.80431943375,158049.23243385056,0
158049.23243385056,800722.6786936217,0
800722.6786936217,393875.8547357263,0
393875.8547357263,1468259.2741389272,0
1468259.2741389272,10308353.50635967,0
10308353.50635967,9551026.113731781,0
9551026.113731781,4955038.335788551,0
4955038.335788551,2051481.5059798078,0
2051481.5059798078,739364.2683538086,0
739364.2683538086,2789997.1953850407,0
2789997.1953850407,3513761.192281213,0
3513761.192281213,5048140.028136871,0
5048140.028136871,3430677.7948680255,0
3430677.7948680255,3977150.457348032,0
3977150.457348032,3444130.647503782,0
3444130.647503782,2872596.853824289,0
2872596.853824289,6031480.033738043,0
6031480.033738043,1228526.9208247375,0
1228526.9208247375,488322.7013116423,0
488322.7013116423,114064.8497145005,0
114064.8497145005,271462.203009556,0
271462.203009556,945533.1333542449,0
945533.1333542449,319664.99373514554,0
319664.99373514554,889225.6637942732,0
889225.6637942732,300296.02809571556,0
300296.02809571556,4095972.4751023725,0
4095972.4751023725,10306075.082886867,0
10306075.082886867,42278353.33890277,0
42278353.33890277,5204278.457153595,0
5204278.457153595,2280906.883981465,0
2280906.883981465,1358403.844470083,0
1358403.844470083,1919050.166831437,0
1919050.166831437,2914563.738174556,0
2914563.738174556,1041849.9619311582,0
1041849.9619311582,808413.3714655646,0
808413.3714655646,2998800.405423124,0
2998800.405423124,3269473.3732036036,0
3269473.3732036036,6506431.38323696,0
6506431.38323696,3103814.7241172637,0
3103814.7241172637,510007.696589687,0
510007.696589687,358747.33810961904,0
358747.33810961904,72053.60859084288,0
72053.60859084288,39273.03093815233,0
39273.03093815233,110526.28985461727,0
110526.28985461727,223120.98728068254,0
223120.98728068254,181741.15607939643,0
181741.15607939643,870385.0678061274,0
870385.0678061274,387369.1244459723,0
387369.1244459723,228951.6081237671,0
228951.6081237671,174066.0847394234,0
174066.0847394234,627841.4955749337,0
627841.4955749337,894940.6140155972,0
894940.6140155972,1838969.5904782123,0
1838969.5904782123,1175790.705368004,0
1175790.705368004,2330200.496694013,0
2330200.496694013,708128.1830126545,0
708128.1830126545,266083.7697755301,0
266083.7697755301,86351.13933258428,0
86351.13933258428,43166.68558331384,0
43166.68558331384,76619.83920851818,0
76619.83920851818,153724.07801046176,0
153724.07801046176,61828.847994700445,0
61828.847994700445,71340.2533992979,0
71340.2533992979,122151.84726664469,0
